date,L_1,L_2,L_3,L_4,L_5,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35,P_36,P_37,P_38,P_39
12/22/2012,2,3,8,10,35,0,2,2,0,1,0,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,2,1,3,1,1,1,1
12/23/2012,8,23,27,29,37,2,0,2,1,0,0,1,3,1,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,1,1,4,1,1,0,0,0,1,1,0,0,2,0,1
12/24/2012,9,17,18,34,35,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1,2,0,0,1,0,1,2,0,0,0,1,2,1,2,0,1,2,1,0,1,0
12/25/2012,2,3,34,36,39,1,2,2,0,1,0,0,0,0,1,0,1,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,2,1
12/26/2012,16,26,29,33,38,3,1,2,2,1,2,0,1,0,1,1,1,0,0,1,1,1,1,0,2,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
12/27/2012,1,5,9,15,38,3,0,0,0,2,0,2,3,1,0,2,0,0,0,4,1,0,1,0,1,0,0,0,0,0,2,1,0,1,0,2,0,1,0,0,0,1,1,1
12/28/2012,1,8,15,23,39,3,0,2,0,0,0,1,1,1,0,1,1,0,2,2,1,1,0,1,1,0,0,1,1,1,0,2,0,1,2,0,0,0,1,0,1,0,0,2
12/29/2012,4,12,20,24,32,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,2,1,2,1,2,0,1,1,2,1,2,0,1,2,0,0,1,0,1,1
12/30/2012,12,16,20,22,33,2,1,0,0,1,0,0,0,1,0,1,3,0,1,0,3,0,0,1,3,1,2,0,1,0,1,1,0,0,2,1,1,1,0,1,0,0,1,0
12/31/2012,5,6,13,17,30,1,1,0,0,1,1,0,2,0,0,1,0,1,0,2,1,2,0,0,3,1,1,1,0,1,0,1,0,0,3,1,2,1,0,0,0,1,0,1
1/1/2013,8,21,22,37,39,0,0,0,1,0,1,1,2,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0,2,0,1,2,1,2,0,0,3,2,1,2
1/2/2013,4,7,26,27,39,0,2,0,2,1,2,2,0,1,0,0,1,0,0,2,1,0,2,1,0,1,1,0,0,0,1,4,1,0,0,0,0,0,0,1,1,1,1,1
1/3/2013,21,22,27,30,31,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,3,0,1,0,1,0,0,3,2,0,0,0,1,2,0,1,2
1/4/2013,16,25,33,34,37,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,2,1,1,0,1,1,0,1,1,2,0,0,2,0,1,0,0,2,3,0,0,2,0,3
1/5/2013,7,10,11,20,33,0,0,1,1,1,0,1,2,0,2,1,2,0,0,1,1,1,0,0,4,2,1,0,1,1,1,0,0,1,0,0,2,1,0,1,0,1,0,0
1/6/2013,1,4,18,27,35,1,1,0,3,2,1,2,0,2,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0
1/7/2013,2,21,22,24,35,1,1,0,0,1,2,2,0,0,1,0,0,1,0,1,1,2,0,2,0,2,1,0,2,0,2,3,0,2,0,0,0,0,0,1,1,0,0,1
1/8/2013,2,4,7,27,29,1,2,2,2,0,0,2,2,1,0,0,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,1,1,0,0,1,1
1/9/2013,1,8,14,22,31,1,0,1,1,1,0,0,1,1,1,0,2,0,1,2,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,2,1,1,1,1,1,0
1/10/2013,6,22,25,33,35,0,0,0,0,0,2,0,0,1,0,1,0,2,2,1,0,0,1,2,1,1,1,1,0,3,1,2,0,0,1,1,0,1,0,2,2,1,0,0
1/11/2013,14,25,27,29,32,0,0,0,2,1,1,2,1,0,0,0,0,0,1,1,1,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,1,0,0,0,1,1,3,0
1/12/2013,2,3,4,16,38,0,1,1,1,0,2,1,0,0,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,1,1,1,1,0,1,1,0,4,0,2,0,1,2,1
1/13/2013,5,11,15,21,30,0,0,1,2,3,1,0,1,2,0,2,2,0,1,1,0,0,0,0,0,2,1,2,1,2,0,0,0,0,1,0,1,0,1,1,1,0,1,0
1/14/2013,16,17,18,19,20,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,2,3,2,0,0,1,2,2,0,1,1,0,0,0,2,1,2,1,0,0,2
1/15/2013,2,6,7,26,35,0,1,0,1,1,1,2,2,0,1,0,2,1,2,0,1,0,0,1,1,1,1,0,0,1,1,0,2,0,1,0,1,1,0,1,1,2,0,0
1/16/2013,8,14,17,24,34,1,0,1,0,1,1,0,2,1,0,2,0,1,2,1,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,2,1,1,0
1/17/2013,5,9,16,22,26,1,0,1,0,1,1,1,1,1,0,1,0,1,2,1,3,0,0,2,0,0,2,0,1,0,2,2,0,0,1,0,1,1,0,0,0,0,0,3
1/18/2013,11,18,32,33,37,1,0,0,0,0,1,2,0,1,1,3,1,0,1,0,1,0,1,0,2,1,2,1,0,0,0,0,1,2,0,0,1,1,0,0,2,1,1,2
1/19/2013,8,10,23,24,25,2,0,0,0,0,3,1,1,0,1,2,1,1,0,0,1,0,0,1,2,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,2,0
1/20/2013,3,9,10,31,37,2,0,1,1,0,0,1,0,3,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,2,1,1,1,2,0,1,0,2,0,2,0,1
1/21/2013,14,22,32,36,37,0,0,1,0,0,0,1,0,2,1,1,2,1,2,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,1,1,0,4,2,2,0
1/22/2013,1,15,27,28,35,3,0,0,1,1,0,0,1,1,0,1,0,0,1,2,1,1,1,0,0,1,1,0,0,1,0,1,1,2,0,1,0,1,2,1,1,2,1,0
1/23/2013,20,24,30,31,35,2,0,0,2,1,2,1,1,0,0,0,0,0,1,0,1,2,0,0,4,1,0,1,1,1,0,1,1,1,1,1,0,0,1,2,0,1,0,0
1/24/2013,24,27,28,29,32,2,0,0,2,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,2,1,3,0,1,0,2,0,1,0,2,1
1/25/2013,2,4,7,13,22,0,3,1,2,0,0,2,1,0,1,0,3,3,0,0,1,1,0,1,0,0,2,2,1,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0
1/26/2013,13,17,24,27,37,1,0,1,1,1,1,2,1,1,1,0,0,2,1,1,0,1,0,1,1,0,2,0,1,1,0,2,1,0,1,0,0,1,0,0,1,1,1,1
1/27/2013,11,26,29,34,39,1,0,1,0,0,1,0,1,1,1,1,2,0,1,0,1,0,0,0,0,2,3,1,0,0,1,0,0,2,1,0,1,1,2,0,1,1,1,2
1/28/2013,5,7,10,36,39,1,2,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,2,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,3,0,1,1
1/29/2013,10,14,26,34,37,0,1,1,0,2,1,0,0,1,2,0,1,0,1,0,1,0,1,1,1,0,2,0,0,1,3,0,1,0,1,1,0,1,1,0,1,1,3,0
1/30/2013,5,10,11,24,31,0,0,0,0,3,1,1,0,0,2,3,0,0,0,0,0,0,1,1,1,0,1,0,2,0,3,0,0,0,1,2,2,1,1,0,1,0,1,2
1/31/2013,5,12,26,28,33,1,0,0,1,2,1,1,0,0,1,1,1,2,0,0,1,0,1,1,0,2,0,1,0,0,2,0,1,2,1,0,2,1,1,1,1,1,0,0
2/1/2013,8,10,22,30,34,1,0,0,0,0,2,1,4,1,2,0,0,1,3,1,1,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0
2/2/2013,2,12,15,29,36,0,1,0,1,1,1,0,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,0,0,0,1,2,2,2,1,0
2/3/2013,5,16,17,21,29,0,1,1,1,2,3,2,0,0,0,1,0,1,1,1,3,2,1,0,0,1,0,0,1,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0
2/4/2013,1,21,32,35,38,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,2,2,0,1,2,0,0,1,1,1,0,0,1,0,0,2,1,0,2,1,1,1,0
2/5/2013,1,10,11,24,34,1,1,0,1,1,0,0,0,0,2,3,0,1,1,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,0,2
2/6/2013,5,10,15,29,34,1,1,1,2,1,1,0,0,1,2,1,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,1,2,0,2,1,0,2,1,0,0,1,1
2/7/2013,3,4,16,29,35,1,2,2,3,0,0,1,0,0,0,0,1,1,2,1,1,0,1,0,2,0,0,1,0,0,0,0,1,2,0,1,0,1,3,2,0,0,1,0
2/8/2013,1,12,15,22,29,3,1,0,0,0,1,3,0,1,0,2,2,0,1,4,0,0,0,0,0,0,2,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,0
2/9/2013,5,10,18,30,32,2,0,1,1,1,1,1,0,0,2,1,0,2,0,1,0,0,2,0,0,0,2,0,0,0,2,2,0,0,1,0,2,1,0,2,2,1,0,0
2/10/2013,10,14,17,19,37,0,0,1,0,0,0,0,1,1,2,1,2,1,4,1,0,3,0,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,2,1,1
2/11/2013,1,3,7,21,30,3,2,1,0,1,0,1,0,2,0,0,2,0,1,0,1,0,1,0,0,3,1,0,0,1,2,0,0,1,1,1,0,1,1,0,0,0,1,2
2/12/2013,4,18,25,30,33,2,1,1,1,1,0,1,1,0,1,1,2,1,0,0,0,0,1,1,0,0,3,0,1,1,0,1,0,2,1,0,0,3,0,0,1,0,1,1
2/13/2013,13,25,28,35,39,0,0,0,2,1,1,0,1,0,0,1,0,2,1,2,0,2,1,2,0,0,0,1,2,1,0,1,2,0,1,0,1,0,0,2,1,0,0,2
2/14/2013,7,9,19,26,38,0,1,0,1,0,2,1,1,1,0,1,1,1,2,0,0,0,2,2,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0
2/15/2013,3,4,33,36,39,0,0,2,1,2,0,1,2,1,3,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,2,1,0,1,1
2/16/2013,4,17,24,27,28,1,0,2,1,0,2,1,1,1,0,1,0,1,0,0,1,3,2,0,1,0,0,1,1,0,0,2,1,1,1,1,1,0,0,1,1,0,0,1
2/17/2013,15,17,28,29,37,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,0,2,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,1,2,2,1,1
2/18/2013,5,13,16,32,36,0,3,0,0,1,0,0,0,1,2,3,0,1,0,0,3,0,1,1,2,0,1,0,0,1,2,1,1,0,0,0,1,2,1,0,2,0,0,0
2/19/2013,13,16,21,23,29,0,0,0,1,1,0,0,2,0,0,1,1,4,0,0,2,1,0,0,0,2,2,4,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,2
2/20/2013,1,5,14,28,38,1,0,0,1,2,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,4,2
2/21/2013,5,14,21,32,37,1,0,1,0,2,1,2,0,2,1,1,1,0,1,1,2,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,2,1,1
2/22/2013,6,12,27,34,35,0,1,0,1,0,2,0,0,0,1,0,1,1,1,1,0,1,0,2,0,0,0,0,1,1,1,2,1,1,2,1,1,0,2,1,1,0,2,1
2/23/2013,6,8,23,28,29,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,2,0,1,0,0,2,0,1,1,3,1,1,0,3,1,1,1,2,1,0,0,1
2/24/2013,3,4,6,26,35,0,0,2,3,2,1,1,0,0,0,2,0,0,1,3,2,1,1,0,2,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
2/25/2013,5,18,27,33,35,0,1,0,0,2,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,2,2,2,2,1,2,2,1,1,0,0,1,0,1,0,2,1,0
2/26/2013,5,10,16,18,33,2,1,0,0,1,0,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0,1,0,1,1,0,1,1,1,1,0,2,1,0,2,0
2/27/2013,1,3,9,24,26,1,0,1,1,2,1,1,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,2,0,0,3,0,2,1,0,1,0,2,2,0,0
2/28/2013,8,24,26,33,36,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,2,1,1,0,1,0,2,1,0,1,2,0,2,1,3,0
3/1/2013,6,7,9,10,35,0,0,2,1,0,1,1,2,2,4,0,0,0,2,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,1
3/2/2013,2,3,24,36,39,0,1,2,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,2,1,2,1,0,1,1,1,1,0,0,1,1,0,1,0,0,3,0,0,2
3/3/2013,2,8,29,34,38,0,2,0,1,1,1,0,3,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,2,1,0,1,1,0,2,0,1,3,0,1,2,1,0
3/4/2013,1,9,23,32,38,1,0,0,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2,0,0,4,2,2,1,1,1,1,0,0,0,2,1,0
3/5/2013,3,5,22,38,39,0,0,2,0,2,0,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,1,0,1,0,1,3,1,0,0,1,0,0,0,1,1,1,1,3
3/6/2013,4,15,18,28,35,0,0,3,3,2,1,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,2,1,0,1,2,0,1,1
3/7/2013,16,19,25,33,38,1,2,2,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,2,1,1,0,0,1,0,1,1,0,1,0,0,1,1
3/8/2013,11,22,32,35,38,1,1,0,0,0,1,1,1,0,1,1,1,0,2,1,0,0,0,0,1,0,3,0,0,1,1,1,2,0,2,0,1,1,0,2,1,1,1,1
3/9/2013,4,7,21,37,38,2,1,0,2,1,0,3,1,0,1,1,0,2,1,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,1,1,0
3/10/2013,2,11,23,37,39,0,2,1,2,1,1,0,0,0,0,2,1,1,1,1,3,1,0,0,2,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1
3/11/2013,8,13,23,26,32,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,2,2,1,1,0,0,2,1,0,3,2,1,0,0,2,1,1
3/12/2013,3,5,26,33,36,4,0,1,0,1,0,1,0,3,2,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0,1,1,1,0,1,2,2,0,0
3/13/2013,6,14,20,38,39,0,2,0,0,0,1,1,0,1,0,0,2,1,2,0,0,2,1,1,1,1,1,1,2,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
3/14/2013,8,12,15,33,36,0,2,0,0,1,0,1,2,0,1,0,3,1,1,3,1,2,1,0,1,0,1,2,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0
3/15/2013,9,20,24,27,28,1,0,2,1,0,1,1,0,1,1,1,1,1,1,1,0,2,0,0,1,1,1,0,1,2,1,2,1,2,0,0,2,0,0,0,0,0,1,0
3/16/2013,3,12,20,24,29,0,0,2,0,2,1,1,0,1,0,0,1,0,0,1,2,0,1,0,1,1,0,1,1,1,2,0,1,1,1,0,1,1,0,2,1,1,1,1
3/17/2013,1,6,8,14,31,1,0,0,0,0,3,0,1,0,1,1,0,2,3,0,2,0,2,0,0,0,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
3/18/2013,3,7,26,37,39,1,1,1,0,0,1,1,0,2,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,2,1,2,0,1,0,2,0,2,0,1,2,1,2
3/19/2013,13,14,20,29,35,0,1,0,1,1,2,0,1,0,0,0,2,1,3,1,1,0,0,1,1,1,0,0,1,0,1,2,0,1,1,0,0,1,0,2,1,0,1,2
3/20/2013,2,4,6,24,30,0,2,0,1,0,2,1,2,1,1,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,1,1,2,1,0,1,1,1,1,1,2,0,0
3/21/2013,6,8,16,28,30,0,0,1,1,1,2,1,2,0,0,1,0,0,2,1,1,2,1,3,0,0,0,1,0,1,0,0,3,0,2,0,1,1,1,0,1,0,0,0
3/22/2013,6,16,17,19,20,1,0,1,0,1,1,0,0,0,1,1,0,1,2,0,2,1,1,1,2,0,1,1,0,0,0,1,0,3,1,2,0,1,0,1,2,1,0,0
3/23/2013,6,7,14,25,30,1,1,0,0,1,1,3,0,0,1,0,2,2,1,0,0,1,0,1,0,1,0,0,1,1,0,2,1,1,1,0,3,0,2,0,1,0,1,0
3/24/2013,12,13,19,22,38,0,0,2,0,1,0,1,1,1,2,0,1,1,0,1,1,2,1,3,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,3,1
3/25/2013,7,15,25,31,35,0,1,1,0,0,1,1,1,0,1,1,2,0,0,1,0,1,4,1,0,1,1,0,0,1,0,2,0,0,1,1,0,0,1,1,2,0,1,2
3/26/2013,2,5,13,32,35,0,1,0,3,2,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,2,2,1,0,0,1,1,1,1,3
3/27/2013,3,14,25,30,35,2,0,2,1,1,0,0,1,1,1,0,0,0,2,1,0,2,0,1,2,0,1,0,1,1,1,1,1,0,2,0,0,1,0,2,0,1,0,1
3/28/2013,9,17,21,34,39,0,0,0,1,0,0,1,0,5,1,1,0,0,1,0,2,4,0,1,1,1,0,1,0,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1
3/29/2013,3,4,15,32,39,0,1,1,2,1,2,0,0,2,0,2,2,3,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1
3/30/2013,2,4,16,30,31,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2,2,1,0,1,0,0,0,2,2,1,1,1,1,0,0,1,1
3/31/2013,3,12,28,30,39,0,0,1,2,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,1,3,0,2,2,0,2,1,1,0,1,1,1,1,1,0,2,1
4/1/2013,15,18,21,32,36,0,1,1,0,1,0,1,0,0,0,1,1,0,0,3,1,1,3,0,0,2,0,1,1,0,1,0,1,1,1,0,2,1,1,2,1,1,0,0
4/2/2013,6,16,25,30,32,2,0,1,0,0,3,1,0,0,1,2,0,2,1,1,1,1,0,0,2,1,0,0,1,1,0,0,0,2,2,0,2,1,0,1,0,1,0,0
4/3/2013,3,7,21,26,37,1,1,2,0,1,0,4,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,2,0,1,1,1,0,2,1,1
4/4/2013,2,6,19,33,39,0,1,1,0,1,1,1,1,1,2,0,0,1,0,1,1,3,0,2,0,1,0,0,2,0,0,1,2,0,1,0,0,2,0,0,2,0,1,1
4/5/2013,3,15,26,30,32,0,2,1,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,2,0,2,1,1,1,2,2,1,1,1,0,0,1,0,1,1
4/6/2013,4,25,28,29,36,1,0,1,3,0,1,1,0,1,1,0,0,1,1,1,1,0,0,3,0,0,0,0,1,1,0,0,1,2,1,0,2,0,2,0,2,1,0,1
4/7/2013,3,11,33,36,38,0,0,2,0,0,1,0,2,1,1,2,0,2,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,1,3,2,1,1
4/8/2013,9,10,15,28,33,0,1,0,2,0,1,0,0,2,2,1,0,0,1,2,0,1,1,0,1,2,0,0,1,1,0,2,1,0,0,1,2,1,0,0,1,0,0,3
4/9/2013,3,30,31,32,37,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,1,0,0,1,0,1,1,1,0,1,1,3,1,1,2,1,2,1,0,1,1,1
4/10/2013,2,16,22,28,31,2,1,1,0,0,1,1,0,0,0,0,0,2,1,0,2,2,0,0,0,1,1,3,0,1,0,1,1,1,0,1,1,1,2,0,0,1,1,1
4/11/2013,1,4,7,27,36,1,1,1,2,1,0,2,1,1,0,0,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,0,2,0,3,0,0,0,1,2,1,1,0
4/12/2013,9,12,25,27,33,0,2,1,0,0,0,0,0,2,1,1,3,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,3,0,0,3,1,0,1,1,1,0
4/13/2013,8,11,13,23,25,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,3,0,0,0,1,0,0,3,1,2,1,0,0,0,0,0,2,2,0,2,1,0,2,2
4/14/2013,3,5,7,10,12,1,1,1,2,2,0,3,1,0,2,1,2,1,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,3,1,1,0
4/15/2013,1,2,3,15,38,1,1,1,2,0,1,1,0,0,0,1,1,0,0,1,1,2,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,2,3,1,0
4/16/2013,12,19,23,33,35,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,1,3,1,0,0,3,1,1,0,0,1,1,0,3,1,1,1,2,0,1,0,0
4/17/2013,4,8,18,30,34,1,1,0,3,0,1,0,2,2,0,1,1,0,1,1,0,0,2,0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,2,0,0,2,0,1
4/18/2013,4,6,20,28,39,1,1,2,2,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,2,1,0,0,2,0,0,0,1,0,2,0,1,1,0,2,0,0,1,3
4/19/2013,3,9,11,26,35,0,1,3,0,0,0,0,1,3,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,1,1,3,3,0,0,1
4/20/2013,21,25,37,38,39,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,0,2,1,0,1,1,1,1,2,1,1
4/21/2013,4,9,18,22,30,1,0,0,1,1,0,1,0,2,1,2,2,1,0,2,1,1,1,0,2,0,2,0,0,0,0,1,0,0,2,1,1,0,1,1,0,2,0,0
4/22/2013,4,8,22,25,30,1,0,2,1,1,0,1,1,0,1,0,1,0,2,0,1,2,0,1,0,1,2,0,1,2,0,1,1,1,1,0,1,0,1,0,0,1,1,1
4/23/2013,1,17,22,25,36,2,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,3,1,1,1,0,0,2,1,1,0,2,0,1,2,1,2,0,1
4/24/2013,12,19,30,34,36,1,0,1,0,0,0,1,1,0,1,1,2,1,1,2,2,0,1,3,0,1,0,0,0,1,0,2,1,0,1,0,0,2,2,0,1,0,0,1
4/25/2013,16,19,31,34,38,0,0,2,1,1,3,1,0,1,1,0,3,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,2,1,0,2,0,0,1,1,0
4/26/2013,8,22,29,33,37,1,1,0,0,0,3,2,1,0,0,1,0,0,0,1,0,2,0,1,1,1,2,2,2,0,0,0,0,2,0,0,0,1,1,1,1,1,2,0
4/27/2013,12,28,33,35,36,0,1,0,1,0,1,0,0,2,0,2,1,1,0,0,1,1,1,0,1,1,0,1,1,3,1,0,1,0,0,2,0,1,1,1,2,1,1,0
4/28/2013,9,11,22,28,29,1,0,1,1,0,0,2,2,1,0,1,0,0,1,0,0,0,2,0,1,0,1,1,0,1,2,1,2,2,1,1,1,0,0,1,1,1,0,1
4/29/2013,9,17,21,23,33,0,2,2,0,0,1,3,1,2,2,0,0,0,0,0,1,2,0,1,1,1,0,1,0,1,0,2,1,0,1,1,0,1,0,0,1,0,1,1
4/30/2013,2,12,14,29,39,2,2,2,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,1,2,0,2,2,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1
5/1/2013,11,14,21,25,37,2,0,0,1,1,0,0,2,0,0,2,1,0,1,2,0,1,1,2,0,2,0,2,1,3,0,0,0,1,0,0,1,0,0,1,1,1,0,1
5/2/2013,1,6,9,17,29,2,1,0,2,0,1,0,0,2,1,1,0,1,1,1,2,1,1,0,0,0,1,1,2,1,0,1,0,2,0,0,0,1,1,1,1,0,1,0
5/3/2013,10,11,18,29,31,1,2,1,0,1,1,0,0,1,2,1,1,0,1,2,0,0,3,1,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,1,1,3,0
5/4/2013,5,23,25,26,32,0,1,1,0,2,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,3,2,2,1,0,1,0,2,2,0,1,0,2,1,1,0
5/5/2013,13,14,21,23,25,0,0,2,0,1,0,1,2,0,3,1,0,1,1,0,0,0,1,0,1,1,0,1,1,2,0,0,0,1,0,1,2,1,0,2,0,0,1,3
5/6/2013,1,6,7,14,26,2,0,0,0,1,2,1,2,0,0,1,0,2,1,0,1,1,1,1,1,2,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1
5/7/2013,7,16,23,29,34,1,0,1,1,0,0,1,1,1,0,0,2,0,0,0,1,2,2,2,0,0,0,1,1,0,0,2,1,2,2,0,1,0,1,2,1,0,0,1
5/8/2013,4,7,14,28,31,0,1,0,2,1,0,2,1,0,1,0,2,1,1,0,1,0,0,0,1,1,2,1,0,1,0,1,2,2,0,1,0,0,0,0,1,1,1,2
5/9/2013,8,12,17,37,38,1,1,0,0,0,0,0,3,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,2,0,1,0,0,2,0,1,4,1,1,2,2,0
5/10/2013,2,3,13,20,23,1,2,1,0,1,1,1,1,3,0,0,0,2,2,0,1,0,1,0,2,0,0,2,1,0,0,0,1,0,1,0,1,0,0,2,2,0,1,0
5/11/2013,13,19,27,32,38,2,1,1,1,1,0,1,1,0,0,0,1,2,0,1,0,0,2,1,0,0,1,0,0,3,0,1,0,1,1,0,1,3,0,2,0,0,1,1
5/12/2013,6,16,18,24,38,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,3,3,0,0,0,1,0,1,1,3,0,0,1,0,2,1,0,1,2,0,1,2,1
5/13/2013,11,13,15,24,34,1,1,0,0,0,1,0,1,1,1,2,0,2,0,2,2,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,2,2,0
5/14/2013,2,8,25,30,32,1,2,1,1,1,1,2,2,0,0,1,0,3,0,0,0,0,1,2,2,0,0,0,0,1,1,1,0,0,2,0,1,2,1,0,1,0,0,0
5/15/2013,7,11,19,28,39,1,0,1,0,0,0,3,0,1,1,1,0,0,0,0,2,2,2,1,1,1,0,2,0,0,0,0,1,1,0,1,0,0,1,2,2,2,0,1
