date,L_1,L_2,L_3,L_4,L_5,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35,P_36,P_37,P_38,P_39
10/27/2008,3,14,23,27,37,0,1,1,0,0,1,1,0,1,1,0,0,1,2,1,1,1,1,2,1,0,0,2,0,0,1,1,1,1,1,2,0,1,0,0,1,2,1,0
10/28/2008,2,4,11,33,37,0,3,1,1,3,1,0,1,1,0,1,2,1,1,1,1,0,1,2,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
10/29/2008,9,22,29,35,36,2,0,0,0,2,2,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,2,0,0,0,2,1,0,1,0,0,1,3,2,1,0
10/30/2008,2,17,22,31,34,1,1,0,0,1,0,0,0,2,2,1,3,1,0,0,0,1,1,0,0,1,3,0,1,1,1,0,0,0,1,2,2,0,2,0,0,1,0,1
10/31/2008,3,4,15,18,29,1,0,1,3,0,0,1,2,1,2,1,1,0,2,2,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,1,0,1,0
11/1/2008,9,11,21,23,30,0,1,2,0,1,1,0,1,1,0,1,0,1,0,2,0,0,1,2,0,2,1,1,1,1,0,1,0,0,3,1,0,2,0,0,1,0,0,2
11/2/2008,16,23,27,33,37,1,1,0,1,0,0,1,1,0,0,2,2,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,2,0,1,0,0,1,0,0,0,2,1,2
11/3/2008,4,10,30,32,36,0,0,0,2,1,1,0,1,0,2,1,1,0,0,0,1,1,1,1,0,1,0,1,1,2,2,0,0,2,1,0,1,1,2,0,1,0,1,1
11/4/2008,10,16,25,34,35,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,1,0,0,0,1,1,3,1,3,3,0,1,0,1,0,0,0,0,2,1,0,0,1,2
11/5/2008,11,14,19,30,37,2,1,1,1,0,2,0,1,1,0,1,0,1,3,0,1,1,1,2,2,0,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,2,0,0
11/6/2008,11,20,23,27,30,0,0,1,1,0,1,2,0,2,1,1,1,0,1,0,0,0,0,0,1,0,1,3,1,1,2,3,2,0,1,0,1,0,0,2,0,0,0,1
11/7/2008,2,5,12,22,30,1,3,0,1,2,3,0,0,0,3,0,1,0,1,0,1,0,2,0,0,0,2,1,0,0,0,0,1,0,2,0,1,1,0,1,1,2,0,0
11/8/2008,7,11,28,30,33,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,3,1,0,0,0,0,1,2,2,1,0,1,1,0,2,0,0,1,1,0,3,1,0,0
11/9/2008,5,8,12,16,37,0,3,0,1,3,1,0,2,1,1,0,1,0,0,1,3,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,2,1
11/10/2008,7,25,26,28,32,1,1,0,0,0,1,2,3,0,1,2,0,0,1,0,2,0,0,0,0,1,1,0,0,1,1,1,4,1,0,1,2,0,3,0,0,0,0,0
